Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000
0.991210,0.985189,1.00045,0.991286,0.984546,0.983997,0.993832,0.987006,0.980685,0.982058,0.980679,0.981716,0.974663,0.980326,0.977667,0.986767,0.985654,0.982720
0.989627,0.986323,0.997325,0.988962,0.986519,0.984245,0.991473,0.985619,0.979893,0.982439,0.981992,0.977353,0.980384,0.979647,0.975651,0.983932,0.983468,0.981198
0.989012,0.986117,0.989746,0.986057,0.985204,0.983416,0.989659,0.985240,0.979299,0.983203,0.980679,0.978184,0.978749,0.978290,0.973015,0.984472,0.984151,0.980285
0.988309,0.982509,0.990637,0.986445,0.983779,0.983582,0.990566,0.983474,0.978407,0.979195,0.981242,0.979846,0.977115,0.980326,0.977047,0.981231,0.983878,0.979371
0.986639,0.983883,0.992421,0.987607,0.982902,0.983333,0.988570,0.985114,0.979596,0.980340,0.981617,0.979638,0.978341,0.978969,0.972860,0.983932,0.984424,0.980665
0.986726,0.983780,0.985733,0.985864,0.983889,0.984660,0.987482,0.986502,0.978903,0.979958,0.978991,0.980054,0.979975,0.977612,0.976427,0.983797,0.981282,0.979600
0.995605,0.985808,1.00089,0.988381,0.983341,0.983250,0.990385,0.985871,0.978011,0.992365,0.998124,1.00893,0.988557,0.988467,0.979839,0.985822,0.983331,0.982568
1.08026,1.01416,1.07668,1.02498,0.988930,1.00597,1.02123,0.988647,0.983261,1.01966,1.03677,1.04093,1.01798,1.01357,0.996898,0.993924,0.989479,0.993073
1.09335,1.04065,1.12974,1.08327,1.01074,1.05041,1.06404,0.999622,0.993463,1.03550,1.05140,1.06025,1.03351,1.02646,1.02047,1.00959,1.00219,1.00670
1.08114,1.03938,1.14846,1.09469,1.02499,1.06625,1.07184,1.01703,1.00614,1.03818,1.03864,1.05610,1.03351,1.02103,1.02481,1.01998,1.03047,1.01370
1.08641,1.03529,1.14445,1.08482,1.03672,1.06725,1.06241,1.05399,1.01189,1.03035,1.03527,1.03927,1.02738,1.01357,1.02094,1.02403,1.06586,1.01408
1.08711,1.03667,1.13107,1.07649,1.04296,1.06750,1.05425,1.08313,1.01585,1.01584,1.02701,1.00873,1.01063,1.00882,1.01024,1.02417,1.08225,1.01241
1.08289,1.03887,1.12127,1.07339,1.04702,1.06708,1.05189,1.10042,1.01981,1.00630,1.01050,0.994390,0.997139,0.992537,0.997984,1.02525,1.08936,1.01294
1.07674,1.03780,1.11636,1.06875,1.04472,1.06086,1.04953,1.10836,1.01922,0.997137,0.999062,0.992520,0.990192,0.995251,0.991470,1.02741,1.08293,1.01226
1.07920,1.03540,1.11057,1.06836,1.03880,1.05730,1.04717,1.09928,1.01624,0.994083,0.994185,0.989819,0.989783,0.988467,0.987128,1.02241,1.07747,1.01111
1.07577,1.02890,1.09050,1.05906,1.02576,1.04859,1.04300,1.08238,1.00654,0.989502,0.986494,0.986703,0.983245,0.985075,0.986662,1.01323,1.06449,1.00655
1.06681,1.01897,1.06910,1.04822,1.01688,1.03458,1.03628,1.05992,1.00050,0.985875,0.987995,0.980054,0.983245,0.982361,0.982475,1.00567,1.04058,1.00167
1.05186,1.00804,1.05082,1.03544,1.00636,1.01965,1.02939,1.03911,0.993463,0.983012,0.982367,0.979223,0.985697,0.977612,0.981855,1.00027,1.02391,0.995509
1.03622,1.00131,1.03923,1.02440,0.999123,1.01045,1.01832,1.02208,0.989402,0.982058,0.982367,0.976937,0.979975,0.981682,0.980924,0.994464,1.01298,0.992159
1.02145,0.998866,1.03165,1.01414,0.995178,1.00240,1.01506,1.01564,0.989402,0.984730,0.983680,0.982547,0.982019,0.981682,0.983716,0.993654,1.00396,0.987364
