Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000,Det0.000000
1.03220,1.00389,1.10698,1.04541,1.04706,1.07503,1.01520,1.05119,1.00963,0.999846,1.03515,0.976851,1.03065,0.992096,1.00014,0.998205,0.998847,1.00313,0.986041,0.979032,1.00173,1.01803
1.03174,1.00127,1.07904,1.05406,1.05814,1.03812,1.00525,1.04662,1.00176,0.989538,1.02602,0.983244,1.02704,1.00827,0.996286,0.990661,1.00320,0.996865,0.991381,0.984631,1.00026,1.02542
1.03306,0.999715,1.06815,1.04746,1.05595,1.03351,0.997906,1.04129,0.998738,0.985537,1.01849,0.988672,1.02442,1.01550,0.993762,0.990128,1.00363,0.980122,0.992684,0.987073,0.998310,1.02788
1.03252,0.998797,1.06484,1.03246,1.04573,1.03313,0.994963,1.03794,0.997444,0.983361,1.01792,0.995043,1.01813,1.01051,0.988763,0.988866,1.00047,0.969456,0.992053,0.987480,0.994704,1.02868
1.02617,0.997895,1.05920,1.02414,1.03584,1.02934,0.990745,1.03444,0.995352,0.984175,1.01459,0.992530,1.01745,1.00167,0.989096,0.986398,0.993040,0.964104,0.988942,0.987345,0.992901,1.02072
1.01532,0.995949,1.04870,1.01620,1.02383,1.01755,0.986376,1.02792,0.995086,0.980834,1.00596,0.986990,1.01530,0.994640,0.988287,0.986286,0.987575,0.965633,0.981963,0.984664,0.989596,1.00659
0.999435,0.996693,1.02957,1.00180,1.00279,0.997916,0.977485,1.01532,0.991036,0.975493,0.991518,0.980036,1.01017,0.983466,0.984668,0.981518,0.976688,0.960587,0.974100,0.974113,0.989934,0.993893
0.985434,0.994114,1.00381,0.988409,0.989181,0.979543,0.970142,0.998661,0.987251,0.970174,0.978719,0.971400,1.00655,0.973231,0.979526,0.975965,0.973613,0.960511,0.970989,0.965970,0.986592,0.983277
0.979215,0.991234,0.988724,0.983145,0.983074,0.973400,0.968200,0.987742,0.983865,0.966305,0.971078,0.966981,1.00320,0.971868,0.979669,0.972796,0.971607,0.963837,0.966406,0.966547,0.982873,0.977010
0.975069,0.987752,0.980865,0.980500,0.979291,0.969396,0.966379,0.981074,0.980379,0.966547,0.970429,0.965994,0.997433,0.969869,0.975431,0.968001,0.968148,0.962843,0.965691,0.960474,0.982648,0.968728
0.972107,0.983053,0.975474,0.975427,0.978030,0.967531,0.965378,0.976299,0.975930,0.962943,0.967410,0.963414,0.995599,0.966932,0.974288,0.965280,0.964733,0.961658,0.963799,0.962781,0.977953,0.965531
